Recoding_name,Speaker_id,Beginning,Ending,Transcript ,Category,Note,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,587252,589261,"А потом работ… Это, уже…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,592987,593265,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,594069,596016,По-араб… По-арабски очень туго.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,596510,599524,"Могу, но только как первый класс дети.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,600297,604253,"Первоклассник как… бывает, вот… когда уже ""а,б"" - вот так.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,606478,606849,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,608425,610330,"Научился? Арабский, что ли?",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,610454,614471,"Я с… это… У матери был у меня алфавит, она меня научила.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,615129,618653,"Да еще в шестьдесят четвертом, да. Мать умерла в шестьдесят четвертом.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,618653,621403,"Она научила меня, это… По… это…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,622882,623778,"Это, буквы.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,624347,625490,Алфавитом.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,626047,627963,"После этого, ну, конечно…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,628272,630930,"Так хорошо не так не могу, но…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,630930,634669,"Кое-что могу, конечно, как первоклассник… А вот…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,638915,641696,Вот так и остался… здесь в селении.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,643272,643643,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,644419,645593,Лакский знаю.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,646026,653985,"Могу сказать чистым, могу сказать по-лакски. Почему? Потому что у меня родственники были лакцы, у меня бабушка была лачка.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,654727,656055,Бабушка была лачка.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,657415,659609,"Это было, ээ, Хури.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,660096,662221,Из селе Кумуха Лакского района.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,662530,663519,Селение Хури.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,665466,667104,"Да, бабушка здесь жила, она…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,667228,671276,А у меня дедушка был муфтием там [нрзб],,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,672552,677651,В ихнем селении… Там… работал. Там… несколько лет.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,677898,678454,В Хури.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,678640,680339,И он женился на лачке…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,681236,684202,Поэтому у меня матерь… Мать была оттудова.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,688967,689739,"Она, что ли?",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,690450,694592,"Ну она после этого, наверное, это… Мать, конечно, чисто по-аварски разговаривала.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,694592,697528,Почему? Она… Матерь матери была лачка,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,698053,702561,"Ну она, наверное, по-моему, тоже, откуда я знаю, ну, может быть, она [нрзб]",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,702870,706115,В нашем селении большинство - это лакский язык.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,709823,718402,Я хо… Я могу сказать я… мм… Ещё я маленький был… Я… В шестом-седьмом классе это было.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,719508,720992,В каком? Пятьдесят…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,721893,722728,"Нет, в сорок…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,723809,724335,Какой?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,727425,731544,"Сорок… Сорок седьмой, вот так это, да-да. В сорок седьмом году Я….",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,731544,732873,"Там у них было, я…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,733460,735901,На летние каникулы я отправлял туда.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,736179,737416,На лакском селению.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,737756,741270,А там научился я полностью говорить тогда [нрзб],,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,741640,742629,Научился там…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,748632,748972,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,751334,751828,Я?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,753744,755567,"Они… ээ… Нет, не знают.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,755969,758040,Почему? Потому что это лакские селения.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,761315,762678,"Ури, Мукари - они знают.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,763544,765058,Аварский знают.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,765645,768457,Аварский… Почему? Потому что ихние дети здесь учились.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,768890,771455,Вот это… Раньше все дети учились здесь.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,775856,780584,"Аварский? Ну, это которые учились здесь - они отлично знают, вот Юсуп есть... знают.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,780833,783769,"Вот здесь которые учились, они отлично знали аварский.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,784850,788404,"А сейчас не знаю, да. Сейчас же они не учатся здесь, поэтому.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,789375,791909,"Они, ээ… Наши предки…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,792465,794339,Чисто лакский разговаривали.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,794494,801602,"А почему? Потому что наше это селение тоже уходило Лакскому району. До тридцать девятого года, до тридцать седьмого года даже.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,801942,804159,Они уходили в Лакский район. Они там…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,804560,809783,"Сельсовет было Палисма, поэтому они там ходили. Они лакский много знают.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,811368,814830,"А сейчас, конечно… Как можно сказать, когда уже…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,816291,817898,Да… Очень плохо.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,827326,832178,"Нет, это у нас, ээ… здесь покупали только, мм…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,833649,837698,Пше… эту вот… кукурузу! Остальные у нас были.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,838038,840108,Остальные… только покупали мы кукурузу.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,840108,846011,"Мясо у нас была, картошка у нас была, ячмень у нас была, пшеница у нас была…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,846011,852320,"Бобы были… ну только покупали, только вот… ездили покупать это… кукурузу!",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,853168,857000,"Ну Салта, вот туда ездили.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,857402,863574,"Они обменивали вот это… сыр, мясо… И они покупали там… Это…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,863574,868333,"Мегебцы не знаю, где покупали, а мы в Салта… туда.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,868841,870293,"Да, они тоже туда.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,871067,875362,"Туда… Это чуть-чуть от Гуниба, можно сказать…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,875671,879757,Семнадцать… Семь… Семь километров. Двенадцать километров здесь,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,880715,881797,"Аварские селения, да.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,883868,888978,"Они пешком… это… ишаками туда ходили и там, это… они кукурузу взяли.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,893115,895102,"Может быть, да, они же там, это",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,895411,898656,"Даже близко, чем туда ходи… оттуда… да, да.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,900652,902043,"Наши… это, [нрзб].",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,902414,909457,"А наши ездили, я знаю, вот… наши предки… я не знаю, ну, а… предки рассказывают, за керосином.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,909457,910940,В Буйнакск ездили.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,911359,912162,За кер… да.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,912410,914326,За керосином они ездили в Буйнакск.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,914666,915685,Это наши предки.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,916273,917014,А наши…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,917447,919610,В наших годах этого уже не было.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,919610,922021,"Уже сюда привезли, этого уже не было.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,922273,924097,"Мы не ездили, этого уже не осталось.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,926013,926673,Ходили!,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,927507,928682,"Я помню, я…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,929340,935242,"Я почти можно сказать] пят… этот, четверг, там был базарный день, туда ходили.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,935459,937406,"Я еще маленький был, я ходил.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,939068,940174,В неделю каждый раз.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,940174,945026,"У меня отец тоже там… там жил, поэтому я часто бывал.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,945799,947190,Я часто бывал в Кумухе.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,953746,957454,"Мы там тоже, вот это… бобы черные, вот это… покупали…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,957454,963037,"Потом, это… горох это… [нрзб] как их называют, вот этот…[нрзб]",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,964361,970758,"Горох мал… это… белый бывает… вот этот горох покупали… да, горох особенно покупали там",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,971438,973505,А мы продавали что там?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,973814,975761,"Что там продавали, я не знаю, там…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,975761,980706,"Кто… это… овчину, кто там шерсть, кто-то… вот так тоже продавали.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,981191,984344,На базар так ход… пешком же не ходят.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,996365,997741,По-духовному…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1000770,1003922,В нашем… если я скажу прямо…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1005189,1009679,"В нашем селении, это, по преданию предков…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1010390,1015334,"В нашем селении, это, голод они не видели.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1015844,1017358,Не голодали.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1017663,1024832,"Почему? Потому что наши люди здесь… здесь почему нету, это… мастера много",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1024832,1031432,"Почему? Мастера уходят, когда уже уезжают в другом селение, что что делать, то что покупать",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1031432,1034404,"Она… они не уходили, они работали здесь.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1034404,1040646,"И чабановали, и там всё делали по сельскому хозяйству, поэтому они не голодали.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1040646,1042155,наши можно сказать…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1042155,1055166,"И мегебцы, по-моему, тоже, они больше всего там не голодали, потому что они там же жили… там, они овцеводством, они скотоводством, это всё они делают своими силами.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1055166,1061295,"Поэтому они не уходили, у них тоже, по-моему, там… за пределы они не уходили.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1061295,1066921,"В нашем селе тоже много, очень часто, единичный случай был, когда уходили…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1066921,1071278,Человек это… для этого делать другую среду.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1071278,1075705,"А наши люди, это, компактно здесь жили, поэтому они не голодали.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1075705,1078561,"Можно сказать, это сравнение нам рассказали.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1078561,1080122,"Да, это, можно сказать.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1080122,1088027,"А в других селах… Вот, шитлибцы, у них мастера больше было там калачи, лудильщики, обувщики, много было!",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1088027,1090973,Почему? Они уходили на заработки.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1090973,1092766,А наши не ходили вот это.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1093415,1096969,Вот это… это… преимущество нашего села.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1097587,1098545,Они не ходили.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1105183,1105469,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1106519,1108312,"Лудильщики были, ну, и э…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1108312,1109146,Мало было.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1109146,1114956,"Мало было. Были здесь четыре-пять-шесть человек было, но мало это было, чем в других местах.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1114956,1118899,"А не лудильщики тоже были, это тоже были, они ходили.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1118899,1125018,"Это… Но особенно, это, много, это, здесь было… занимались скотоводством.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1125018,1128297,"А, это, чабановали много, поэтому.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1129271,1132052,"Сельским хозяйством занимались, поэтому они, вот.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1132052,1136286,"А которые уехали, тоже, на два-три месяц только уехали.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1136657,1141262,"Вот, лудильщики, которые уехали, они там долго не бывают.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1141262,1145279,"Они только, там, на два-три месяца, и всё, остальное время здесь.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1147277,1149193,"Да, Шитлиб беднее, чем наш был.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1150924,1156796,"Ури, Мукар - это тоже… по сравнению - это… вот Палисма самый богатый был.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1156796,1158330,Раньше. Палисма.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1158330,1168343,"А раньше ее… там… это… ухари, мухари, это… урильцы тоже, они не такие, но самый богатый, это… в этом месте - это Палисма была.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1170248,1172751,"Там нико… никого не осталось, да, доченька, да.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1172751,1178932,"Самый хороший село тоже было, там компактней село было, большое село было там тоже, чем там.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1178932,1182733,"Почти, можно сказать, сто двадцать-сто тридцать хозяйств вот там было.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1183072,1185111,Там у них очень большое селение было.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1201451,1204150,Моего? Моего… Магомед его звали.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1204150,1209828,"Он был… Он жил в Лакском районе, он там женился…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1209828,1213753,"На два-три лачки он же… он, да.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1213753,1224631,"Три… Два лачка была у меня матеря… Это… у меня мать здесь была, а там двое жены были, и он там был.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1225342,1227444,Он там… хорошо стал работал.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1228773,1232358,"А похоронить его я уезжал его сюда, здесь похоронил.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1235757,1236792,Я родился здесь…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1237472,1239017,"Маг… да, он здесь родился.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1240037,1243220,"Отец, мать… всё это… родня здесь была у нас.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1244147,1244951,Коренные…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1250576,1252585,Он - в семьдесят третьем году.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1255891,1258598,"Это девяносто два года было, когда он умер.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1258938,1260823,Девяносто два года.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1269996,1276115,"Он… Учился, это… по… арабски он хорошо коран читал.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1276588,1278319,Он учился на… этому…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1278319,1280451,"Но он это не использовал, он…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1281212,1288779,"Больше всего, он сам был каменщиком, но… он… водкой увлекался, чем… это… кораном.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1291282,1294898,"Ну он учится, но всё-таки он… водку использовал.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1294898,1298474,"Поэтому он много там жены взял, да.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1304123,1307769,"Да, действительно, так было, а что же делать, зачем скрывать?",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1308716,1309952,"Да, то, что было - было.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1315866,1317318,Газеты тоже читал он.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1317843,1324997,"Тоже он читал. Лакские газеты читал, всё зна… Аварские он, по-моему, мало читал, чем лакские.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1325578,1326999,Он лакский там читал.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1334926,1338802,"А почему? Потому что он учился где-то в этом, как его…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1338802,1339946,Раньше же…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1339946,1346652,"Для ликвидации неграмотности это же было ликпункт, что ли, было организовано.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1346652,1349231,"Он вон там тоже учился, поэтому он…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1349973,1356308,"Этому научился, знал лакский язык, и поэтому он газеты читал на этом.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1359213,1359682,Да.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1361073,1362422,Рассказывал он тоже…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1363009,1367058,"Этот… был… здесь тоже был, и Палисма было",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1367058,1374145,"Они там обычно… Молодые, это… старшие туда ездили, а молодые здесь… здесь учились.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1374949,1377359,Они в ликпункты здесь учились.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1384356,1386643,"Не, не, не, не учился он в школе, ничего.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1387694,1389485,Только окончил  вот это он…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1389485,1398169,Отец отдал его на духовное училище… там он учился у разных алимов… а он это не использовал.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1398169,1404628,"Но он грамотный… но он грамотно знал арабский, но он не использовал.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1417205,1417669,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1418998,1420234,"Нет, по-моему, нет.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1422481,1425355,Ему некогда по-русскому разговаривать было.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1426807,1432308,"Раз он… всё время лакский живет, ему некогда было.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1436470,1438201,"Да, аварский, лакский знал.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1438571,1440333,"Да, да да… он не учил.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1444170,1444510,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1446603,1447221,[нрзб],,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1451300,1454020,"Я понимаю, но не… не могу сказать.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1455596,1461900,"Понимаю. Почему? Потому что у нас, это… здесь были… это… даргинцы.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1461900,1465178,В нашем этом доме жили одни даргинцы.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1465178,1472564,"Чабановали, да. Ихние жены, дети жили. А с детьми я дружился… там, поэтому, кое-что знал.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1472564,1475129,А говорить не могу. А понимать - понимаю.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1475129,1481889,"Мегебский… А это, мегебский, это… даргинский - одина… почти схожий язык.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1483345,1484488,Разговаривать не могу.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1487186,1490091,"Да, ты тоже понимаешь лакский, ты тоже, это…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1491513,1492904,Лакский понимаю.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1496794,1500132,"Даже институте меня назвали ""нестандартным лакцем",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1501706,1504827,Там один преподаватель был лакец… Он…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1504827,1508258,"Он говорит: ""Где этот нестандартный лакец?",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1508628,1510328,Я нестандартный лакец был!,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1518102,1520247,Маму у меня Загидат звали.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1526340,1528198,"Она местная была, да.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1528198,1531876,"Она… мать у нее лачка была, а отец…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1533668,1536048,"Это местный, шангодинский.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1539863,1541099,Мать был из Хури.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1548326,1557725,"А он там… это… ка=, там имамом работал в мечети, поэтому он… там женился и уехал сюда.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1561279,1564802,"Она здесь жила, и здесь умерла и здесь жила, никуда не уходила.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1575675,1577220,Она в шестьдесят четвертом году.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1580708,1584386,Ну было почти… почти во… семьдесят восемь лет,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1590855,1598118,"Нет-нет, она только это… по этой… она коран читала хорошо, коран, а больше нигде не училась.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1598118,1599508,Она только коран читала,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1604115,1606588,Она хорошо коран читала…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1610636,1611773,Ну раньше же так было.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1613010,1621765,"Да, коран… Значит, вот поэтому… Коран почему? Потому что нашим семье, этот… прадед четвертый у меня…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1621765,1630795,"Дедушка был тоже, он работал… при имаме Шамиле муфтием мукарского наибства был он здесь, муфтием был",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1630795,1634853,Поэтому у него сын тоже был… арабский,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1634853,1641442,"Он тоже кадием работал, вот это… Хури, Шовкра… Вот этих четырёх местах, он там работал [нрзб]",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1641442,1648519,"Поэтому своих детей же они будут корану учить, они же другим не будут её учить, поэтому…",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1648519,1652905,"Все, это… учились они… дети учились, этому корану.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1652905,1654265,Вот поэтому…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1655192,1657541,А других там же некогда было учить.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1658375,1659333,Они…,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1660600,1662949,Они корану учились поэтому.,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1665773,1666113,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1667844,1672757,"Она хорошо знала, почему, потому матери мать, ну… да. Она хорошо знала.",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1673583,1675437,Она чисто разговаривала лакский,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1678806,1679980,"Русский - нет, откуда?",,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1685397,1685644,А?,,,,
2013-Shangoda-1.eaf,shangoda.шангода.syn-32,1686973,1688920,Мегебский тоже не знала,,,,
